09:21:32.861 [background-preinit] INFO  org.hibernate.validator.internal.util.Version.<clinit>  line : 21 - HV000001: Hibernate Validator 6.0.12.Final
10:33:06.500 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/].log  line : 180 - Initializing Spring embedded WebApplicationContext
10:33:06.501 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader.prepareWebApplicationContext  line : 285 - Root WebApplicationContext: initialization completed in 1253 ms
10:33:06.561 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.ServletRegistrationBean.addRegistration  line : 187 - Servlet dispatcherServlet mapped to [/]
10:33:06.565 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean.configure  line : 245 - Mapping filter: 'characterEncodingFilter' to: [/*]
10:33:06.566 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean.configure  line : 245 - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
10:33:06.566 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean.configure  line : 245 - Mapping filter: 'httpPutFormContentFilter' to: [/*]
10:33:06.566 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean.configure  line : 245 - Mapping filter: 'requestContextFilter' to: [/*]
10:33:06.712 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping.registerHandler  line : 373 - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
10:33:06.876 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.initControllerAdviceCache  line : 588 - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@1c3b9394: startup date [Wed Nov 27 10:33:05 CST 2019]; root of context hierarchy
10:33:06.956 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping.register  line : 549 - Mapped "{[/log4j.do],methods=[GET]}" onto public java.lang.String com.mal.core.controller.Log4j2Controller.update(java.lang.String)
10:33:06.957 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping.register  line : 549 - Mapped "{[/level.do],methods=[GET]}" onto public java.lang.String com.mal.core.controller.Log4j2Controller.testLevel()
10:33:06.957 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping.register  line : 549 - Mapped "{[/logback.do],methods=[GET]}" onto public void com.mal.core.controller.LogbackController.printinfo()
10:33:06.959 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping.register  line : 549 - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
10:33:06.960 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping.register  line : 549 - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
10:33:06.983 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping.registerHandler  line : 373 - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
10:33:06.983 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping.registerHandler  line : 373 - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
10:33:07.112 [main] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter.afterSingletonsInstantiated  line : 433 - Registering beans for JMX exposure on startup
10:33:07.126 [main] INFO  org.apache.coyote.http11.Http11NioProtocol.log  line : 180 - Starting ProtocolHandler ["http-nio-8080"]
10:33:07.137 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool.log  line : 180 - Using a shared selector for servlet write/read
10:33:07.150 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer.start  line : 206 - Tomcat started on port(s): 8080 (http) with context path ''
10:33:16.289 [http-nio-8080-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/].log  line : 180 - Initializing Spring FrameworkServlet 'dispatcherServlet'
10:33:16.290 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet.initServletBean  line : 494 - FrameworkServlet 'dispatcherServlet': initialization started
10:33:16.306 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet.initServletBean  line : 509 - FrameworkServlet 'dispatcherServlet': initialization completed in 16 ms
